maintenance_id,equipment_id,service_date,service_type,issue_reported,part_replaced,downtime_hours,service_cost,next_service_due_date,service_status
MAIN10903,EQX1022,2025-06-13,Emergency Repair,Fuel Leakage,Track Chain,24.7,82867,2025-08-12,Completed
MAIN10904,EQX1079,2024-10-13,Preventive Maintenance,Hydraulic Leakage,Engine Belt,13.8,89173,2024-11-12,Completed
MAIN10905,EQX1170,2025-04-18,Emergency Repair,Brake Wear,Hydraulic Pump,17.2,40827,2025-05-18,Completed
MAIN10906,EQX1149,2025-02-20,Hydraulic Service,Bucket Damage,Hydraulic Hose,5.0,131046,2025-04-21,Scheduled
MAIN10907,EQX1086,2025-05-15,Preventive Maintenance,Brake Wear,Fuel Filter,18.0,143487,2025-06-29,Completed
MAIN10908,EQX1081,2024-10-16,Corrective Maintenance,Hydraulic Leakage,Hydraulic Pump,47.5,141279,2024-11-15,Completed
MAIN10909,EQX1026,2024-09-15,Hydraulic Service,Brake Wear,Engine Belt,33.8,28458,2024-10-30,Completed
MAIN10910,EQX1077,2024-07-15,Corrective Maintenance,Battery Failure,Oil Filter,31.7,127079,2024-08-14,Completed
MAIN10911,EQX1114,2024-11-02,Corrective Maintenance,Battery Failure,Battery,15.2,73241,2025-01-01,Completed
MAIN10912,EQX1137,2024-12-28,Hydraulic Service,Fuel Leakage,Battery,3.4,19829,2025-01-27,Completed
MAIN10913,EQX1051,2024-09-14,Corrective Maintenance,Low Engine Oil,Battery,35.6,32062,2024-11-13,Completed
MAIN10914,EQX1184,2024-11-13,Preventive Maintenance,Track Wear,Brake Pads,43.4,112240,2025-01-12,Scheduled
MAIN10915,EQX1090,2024-08-12,Oil Change,Battery Failure,Oil Filter,14.2,147447,2024-10-11,Completed
MAIN10916,EQX1040,2024-12-30,Emergency Repair,Bucket Damage,Bucket Teeth,34.1,87529,2025-01-29,Completed
MAIN10917,EQX1086,2024-12-15,Corrective Maintenance,Transmission Fault,Hydraulic Pump,23.4,136614,2025-02-13,Completed
MAIN10918,EQX1014,2025-02-16,Corrective Maintenance,Track Wear,Hydraulic Pump,26.8,88133,2025-03-18,Completed
MAIN10919,EQX1203,2025-05-01,Emergency Repair,Transmission Fault,Bucket Teeth,44.2,19978,2025-05-31,Completed
MAIN10920,EQX1138,2025-01-22,Preventive Maintenance,Transmission Fault,Battery,17.5,124826,2025-03-08,Completed
MAIN10921,EQX1300,2024-09-30,Preventive Maintenance,Track Wear,Brake Pads,36.7,108918,2024-11-14,Completed
MAIN10922,EQX1297,2024-08-30,Corrective Maintenance,Low Engine Oil,Track Chain,9.9,43207,2024-09-29,Completed
MAIN10923,EQX1243,2025-02-10,Emergency Repair,Engine Overheating,Hydraulic Pump,31.8,21631,2025-04-11,In Progress
MAIN10924,EQX1196,2025-06-19,Preventive Maintenance,Track Wear,Hydraulic Pump,13.5,105741,2025-08-03,Completed
MAIN10925,EQX1001,2024-07-10,Corrective Maintenance,Engine Overheating,Bucket Teeth,26.9,33268,2024-09-08,Completed
MAIN10926,EQX1296,2025-07-01,Preventive Maintenance,Track Wear,Bucket Teeth,24.1,55233,2025-08-30,Completed
MAIN10927,EQX1276,2025-04-13,Hydraulic Service,Battery Failure,Oil Filter,31.6,91562,2025-06-12,Completed
MAIN10928,EQX1019,2024-08-01,Preventive Maintenance,Bucket Damage,Hydraulic Hose,31.9,95926,2024-09-30,Completed
MAIN10929,EQX1099,2025-02-09,Emergency Repair,Battery Failure,Hydraulic Hose,45.2,86725,2025-04-10,Completed
MAIN10930,EQX1018,2025-05-11,Hydraulic Service,Track Wear,Bucket Teeth,15.4,62060,2025-07-10,Completed
MAIN10931,EQX1292,2024-10-05,Corrective Maintenance,Brake Wear,Bucket Teeth,38.9,104542,2024-12-04,Completed
MAIN10932,EQX1038,2025-01-23,Preventive Maintenance,Track Wear,Hydraulic Pump,13.9,16484,2025-02-22,Completed
MAIN10933,EQX1241,2025-06-18,Emergency Repair,Track Wear,Brake Pads,47.2,85447,2025-07-18,Completed
MAIN10934,EQX1214,2024-07-14,Corrective Maintenance,Track Wear,Track Chain,8.4,74045,2024-08-28,Scheduled
MAIN10935,EQX1293,2024-11-29,Inspection,No Issue,None,13.1,131194,2025-01-28,Completed
MAIN10936,EQX1003,2024-09-10,Hydraulic Service,Engine Overheating,Hydraulic Hose,13.6,121820,2024-10-10,Completed
MAIN10937,EQX1191,2024-07-25,Corrective Maintenance,Transmission Fault,Hydraulic Pump,31.2,92309,2024-09-08,Completed
MAIN10938,EQX1266,2024-09-27,Preventive Maintenance,Bucket Damage,Hydraulic Hose,39.2,14096,2024-11-26,In Progress
MAIN10939,EQX1124,2025-02-08,Preventive Maintenance,Brake Wear,Hydraulic Pump,44.1,134212,2025-03-25,Completed
MAIN10940,EQX1145,2024-07-04,Corrective Maintenance,Battery Failure,Brake Pads,47.4,113871,2024-08-18,Completed
MAIN10941,EQX1067,2024-09-17,Emergency Repair,Brake Wear,Engine Belt,2.9,81729,2024-11-01,In Progress
MAIN10942,EQX1228,2025-01-24,Corrective Maintenance,Engine Overheating,Engine Belt,21.6,143906,2025-03-25,Completed
MAIN10943,EQX1072,2025-04-06,Preventive Maintenance,Brake Wear,Hydraulic Hose,25.5,88079,2025-05-06,Completed
MAIN10944,EQX1078,2024-10-26,Emergency Repair,Hydraulic Leakage,Oil Filter,7.3,9720,2024-12-10,Completed
MAIN10945,EQX1209,2024-09-15,Corrective Maintenance,Hydraulic Leakage,Track Chain,35.2,19229,2024-10-15,Completed
MAIN10946,EQX1216,2025-03-08,Corrective Maintenance,Fuel Leakage,Hydraulic Hose,2.3,90276,2025-04-07,Completed
MAIN10947,EQX1137,2024-08-07,Corrective Maintenance,Transmission Fault,Brake Pads,18.0,40373,2024-10-06,Completed
MAIN10948,EQX1300,2024-07-16,Oil Change,Hydraulic Leakage,Hydraulic Hose,2.5,135709,2024-08-30,Completed
MAIN10949,EQX1132,2025-06-22,Emergency Repair,Low Engine Oil,Track Chain,48.0,53333,2025-08-21,Completed
MAIN10950,EQX1299,2025-03-07,Preventive Maintenance,Battery Failure,Fuel Filter,40.3,43461,2025-04-06,Scheduled
MAIN10951,EQX1071,2025-05-21,Preventive Maintenance,Engine Overheating,Battery,18.3,135067,2025-06-20,In Progress
MAIN10952,EQX1133,2025-05-08,Corrective Maintenance,Low Engine Oil,Brake Pads,31.9,38416,2025-06-07,In Progress
MAIN10953,EQX1289,2025-05-07,Corrective Maintenance,Battery Failure,Oil Filter,15.7,98555,2025-06-06,Scheduled
MAIN10954,EQX1284,2025-01-07,Emergency Repair,Hydraulic Leakage,Fuel Filter,41.2,86042,2025-03-08,Completed
MAIN10955,EQX1179,2024-07-12,Inspection,No Issue,None,40.3,109741,2024-08-26,Completed
MAIN10956,EQX1188,2024-08-24,Corrective Maintenance,Hydraulic Leakage,Bucket Teeth,35.4,10364,2024-10-08,Completed
MAIN10957,EQX1067,2024-11-20,Corrective Maintenance,Brake Wear,Brake Pads,30.0,56872,2024-12-20,Completed
MAIN10958,EQX1285,2025-02-18,Emergency Repair,Brake Wear,Brake Pads,39.7,95115,2025-04-04,Completed
MAIN10959,EQX1101,2025-03-06,Corrective Maintenance,Track Wear,Fuel Filter,15.5,12260,2025-04-20,Completed
MAIN10960,EQX1241,2025-04-08,Corrective Maintenance,Low Engine Oil,Battery,12.2,102893,2025-05-08,Completed
MAIN10961,EQX1065,2024-12-13,Emergency Repair,Track Wear,Engine Belt,35.8,111091,2025-02-11,Scheduled
MAIN10962,EQX1239,2025-03-28,Inspection,No Issue,None,7.8,45892,2025-05-12,Completed
MAIN10963,EQX1244,2024-12-28,Hydraulic Service,Engine Overheating,Bucket Teeth,32.9,90025,2025-02-26,Completed
MAIN10964,EQX1216,2025-01-01,Corrective Maintenance,Track Wear,Hydraulic Hose,38.4,7084,2025-01-31,Completed
MAIN10965,EQX1091,2025-02-06,Hydraulic Service,Bucket Damage,Track Chain,38.8,98651,2025-03-08,Completed
MAIN10966,EQX1062,2024-11-18,Preventive Maintenance,Low Engine Oil,Hydraulic Pump,23.0,86905,2025-01-02,Completed
MAIN10967,EQX1041,2024-09-30,Emergency Repair,Engine Overheating,Brake Pads,24.2,68315,2024-11-29,Completed
MAIN10968,EQX1280,2025-01-23,Inspection,No Issue,None,14.8,57217,2025-03-24,In Progress
MAIN10969,EQX1027,2024-07-13,Inspection,No Issue,None,36.7,137145,2024-08-27,Completed
MAIN10970,EQX1117,2025-03-03,Hydraulic Service,Low Engine Oil,Battery,35.0,96591,2025-05-02,In Progress
MAIN10971,EQX1188,2024-12-22,Corrective Maintenance,Engine Overheating,Hydraulic Pump,21.6,132934,2025-02-05,Completed
MAIN10972,EQX1161,2025-03-16,Corrective Maintenance,Transmission Fault,Battery,21.3,46290,2025-05-15,Completed
MAIN10973,EQX1074,2025-04-05,Inspection,No Issue,None,19.7,43112,2025-05-20,Scheduled
MAIN10974,EQX1149,2024-10-10,Emergency Repair,Hydraulic Leakage,Engine Belt,36.0,13140,2024-12-09,Completed
MAIN10975,EQX1225,2024-08-16,Corrective Maintenance,Engine Overheating,Fuel Filter,25.3,123742,2024-10-15,Completed
MAIN10976,EQX1237,2025-03-31,Inspection,No Issue,None,31.8,103081,2025-05-15,Completed
MAIN10977,EQX1011,2024-08-28,Emergency Repair,Track Wear,Battery,2.0,25398,2024-10-27,Scheduled
MAIN10978,EQX1196,2024-12-17,Inspection,No Issue,None,9.7,51144,2025-02-15,Completed
MAIN10979,EQX1152,2024-08-18,Emergency Repair,Engine Overheating,Fuel Filter,35.4,63256,2024-10-02,Completed
MAIN10980,EQX1213,2024-07-01,Inspection,No Issue,None,23.6,17799,2024-08-15,Completed
MAIN10981,EQX1262,2024-07-20,Corrective Maintenance,Engine Overheating,Track Chain,25.4,58566,2024-08-19,Completed
MAIN10982,EQX1283,2024-10-07,Hydraulic Service,Low Engine Oil,Hydraulic Pump,22.8,138386,2024-11-21,Completed
MAIN10983,EQX1263,2024-08-05,Corrective Maintenance,Engine Overheating,Hydraulic Pump,29.8,35272,2024-10-04,In Progress
MAIN10984,EQX1007,2024-08-25,Emergency Repair,Brake Wear,Engine Belt,41.8,56958,2024-09-24,Completed
MAIN10985,EQX1069,2024-12-02,Preventive Maintenance,Engine Overheating,Bucket Teeth,26.0,52847,2025-01-31,Completed
MAIN10986,EQX1162,2024-07-09,Hydraulic Service,Battery Failure,Bucket Teeth,23.1,58033,2024-08-08,Completed
MAIN10987,EQX1168,2024-11-24,Corrective Maintenance,Fuel Leakage,Brake Pads,40.4,100036,2024-12-24,Completed
MAIN10988,EQX1206,2025-05-31,Corrective Maintenance,Low Engine Oil,Hydraulic Hose,47.8,9480,2025-06-30,In Progress
MAIN10989,EQX1212,2025-01-04,Preventive Maintenance,Transmission Fault,Bucket Teeth,29.5,127760,2025-03-05,Completed
MAIN10990,EQX1182,2024-10-15,Corrective Maintenance,Track Wear,Battery,11.2,93151,2024-11-14,Completed
MAIN10991,EQX1188,2024-12-29,Preventive Maintenance,Engine Overheating,Track Chain,17.9,100230,2025-02-27,Completed
MAIN10992,EQX1053,2025-01-28,Preventive Maintenance,Low Engine Oil,Oil Filter,35.8,131995,2025-02-27,Completed
MAIN10993,EQX1187,2025-05-20,Inspection,No Issue,None,37.7,47018,2025-07-04,Completed
MAIN10994,EQX1084,2024-07-13,Corrective Maintenance,Transmission Fault,Fuel Filter,18.3,25736,2024-09-11,Completed
MAIN10995,EQX1035,2025-02-24,Inspection,No Issue,None,15.8,47700,2025-04-10,Completed
MAIN10996,EQX1057,2024-09-23,Corrective Maintenance,Transmission Fault,Oil Filter,12.1,107430,2024-10-23,Completed
MAIN10997,EQX1004,2024-07-21,Hydraulic Service,Track Wear,Brake Pads,42.0,106401,2024-09-19,Scheduled
MAIN10998,EQX1068,2024-09-19,Emergency Repair,Track Wear,Hydraulic Pump,33.8,107054,2024-11-18,Scheduled
MAIN10999,EQX1089,2025-01-07,Corrective Maintenance,Battery Failure,Bucket Teeth,41.1,82253,2025-02-06,Completed
MAIN11000,EQX1055,2025-05-11,Corrective Maintenance,Engine Overheating,Fuel Filter,40.1,24960,2025-07-10,Completed
MAIN11001,EQX1132,2024-12-17,Emergency Repair,Hydraulic Leakage,Brake Pads,26.8,101357,2025-01-31,Completed
MAIN11002,EQX1126,2025-01-03,Corrective Maintenance,Bucket Damage,Engine Belt,23.2,105273,2025-03-04,Completed
MAIN11003,EQX1115,2025-06-17,Hydraulic Service,Transmission Fault,Hydraulic Hose,31.5,65815,2025-07-17,Completed
MAIN11004,EQX1275,2025-05-21,Preventive Maintenance,Fuel Leakage,Brake Pads,4.3,86750,2025-07-20,Completed
MAIN11005,EQX1233,2024-08-20,Hydraulic Service,Transmission Fault,Oil Filter,15.4,112326,2024-10-19,Completed
MAIN11006,EQX1105,2025-03-28,Corrective Maintenance,Hydraulic Leakage,Hydraulic Pump,41.3,104198,2025-04-27,Completed
MAIN11007,EQX1073,2024-12-08,Hydraulic Service,Hydraulic Leakage,Battery,28.3,82107,2025-01-22,Completed
MAIN11008,EQX1184,2025-01-28,Preventive Maintenance,Battery Failure,Brake Pads,4.3,21801,2025-03-29,Scheduled
MAIN11009,EQX1018,2024-08-18,Corrective Maintenance,Engine Overheating,Bucket Teeth,2.2,10913,2024-10-17,Completed
MAIN11010,EQX1147,2025-04-07,Corrective Maintenance,Battery Failure,Oil Filter,29.7,104810,2025-05-22,Completed
MAIN11011,EQX1048,2025-02-01,Corrective Maintenance,Transmission Fault,Brake Pads,35.4,137377,2025-04-02,Completed
MAIN11012,EQX1265,2024-09-18,Preventive Maintenance,Low Engine Oil,Track Chain,28.6,132834,2024-11-17,Completed
MAIN11013,EQX1185,2025-03-17,Inspection,No Issue,None,43.1,93347,2025-05-01,Completed
MAIN11014,EQX1118,2024-07-20,Corrective Maintenance,Low Engine Oil,Hydraulic Pump,31.6,33334,2024-09-18,Completed
MAIN11015,EQX1039,2024-09-29,Preventive Maintenance,Brake Wear,Brake Pads,24.1,65390,2024-11-28,Completed
MAIN11016,EQX1268,2024-09-14,Inspection,No Issue,None,30.2,129885,2024-10-14,In Progress
MAIN11017,EQX1007,2024-08-06,Emergency Repair,Hydraulic Leakage,Hydraulic Pump,29.1,85601,2024-09-05,In Progress
MAIN11018,EQX1245,2024-12-05,Corrective Maintenance,Brake Wear,Hydraulic Hose,15.4,147083,2025-01-04,Completed
MAIN11019,EQX1121,2025-03-12,Inspection,No Issue,None,10.4,74698,2025-04-26,Scheduled
MAIN11020,EQX1183,2025-01-24,Preventive Maintenance,Battery Failure,Battery,22.4,78598,2025-02-23,Completed
MAIN11021,EQX1060,2024-07-02,Corrective Maintenance,Hydraulic Leakage,Hydraulic Pump,35.6,50121,2024-08-01,In Progress
MAIN11022,EQX1101,2025-02-09,Corrective Maintenance,Bucket Damage,Fuel Filter,24.3,114900,2025-04-10,Completed
MAIN11023,EQX1269,2025-01-23,Corrective Maintenance,Engine Overheating,Hydraulic Hose,18.0,134380,2025-03-09,Completed
MAIN11024,EQX1208,2024-10-02,Corrective Maintenance,Bucket Damage,Brake Pads,32.2,56137,2024-11-16,Completed
MAIN11025,EQX1224,2024-11-09,Emergency Repair,Track Wear,Oil Filter,35.7,127056,2024-12-09,Completed
MAIN11026,EQX1214,2025-05-18,Emergency Repair,Bucket Damage,Hydraulic Hose,47.4,103434,2025-07-17,Completed
MAIN11027,EQX1128,2024-09-15,Corrective Maintenance,Fuel Leakage,Hydraulic Hose,7.9,102240,2024-10-30,Completed
MAIN11028,EQX1154,2025-06-23,Preventive Maintenance,Fuel Leakage,Fuel Filter,32.3,26460,2025-08-07,Completed
MAIN11029,EQX1092,2024-11-02,Oil Change,Low Engine Oil,Battery,7.2,104078,2025-01-01,Completed
MAIN11030,EQX1034,2025-05-13,Corrective Maintenance,Track Wear,Hydraulic Hose,4.7,74125,2025-06-27,Completed
MAIN11031,EQX1234,2024-07-30,Emergency Repair,Engine Overheating,Track Chain,16.4,54904,2024-09-13,Completed
MAIN11032,EQX1123,2025-02-02,Hydraulic Service,Bucket Damage,Fuel Filter,33.4,133816,2025-04-03,Completed
MAIN11033,EQX1086,2024-11-07,Inspection,No Issue,None,23.8,81683,2024-12-07,Completed
MAIN11034,EQX1106,2025-04-07,Inspection,No Issue,None,3.5,39662,2025-05-07,Completed
MAIN11035,EQX1272,2025-03-20,Corrective Maintenance,Engine Overheating,Hydraulic Pump,40.3,37601,2025-04-19,In Progress
MAIN11036,EQX1191,2025-02-22,Corrective Maintenance,Transmission Fault,Brake Pads,6.3,131943,2025-04-23,Completed
MAIN11037,EQX1220,2024-07-29,Preventive Maintenance,Fuel Leakage,Battery,37.9,95312,2024-09-27,Completed
MAIN11038,EQX1274,2024-08-23,Preventive Maintenance,Battery Failure,Battery,4.6,46651,2024-09-22,In Progress
MAIN11039,EQX1102,2024-12-03,Corrective Maintenance,Fuel Leakage,Brake Pads,27.1,20673,2025-01-02,Completed
MAIN11040,EQX1025,2024-11-13,Emergency Repair,Brake Wear,Hydraulic Pump,14.6,48058,2025-01-12,Completed
MAIN11041,EQX1114,2024-11-21,Corrective Maintenance,Low Engine Oil,Oil Filter,7.6,123191,2025-01-05,Completed
MAIN11042,EQX1025,2025-02-21,Emergency Repair,Bucket Damage,Bucket Teeth,12.0,139300,2025-04-07,Completed
MAIN11043,EQX1143,2024-07-04,Preventive Maintenance,Brake Wear,Battery,34.4,123582,2024-09-02,Scheduled
MAIN11044,EQX1116,2025-02-18,Emergency Repair,Battery Failure,Track Chain,3.5,135220,2025-04-04,Completed
MAIN11045,EQX1175,2024-11-21,Corrective Maintenance,Hydraulic Leakage,Brake Pads,29.8,80228,2025-01-05,Completed
MAIN11046,EQX1043,2024-08-11,Preventive Maintenance,Low Engine Oil,Battery,9.2,86110,2024-10-10,Completed
MAIN11047,EQX1190,2025-04-21,Emergency Repair,Bucket Damage,Battery,15.9,71757,2025-05-21,Completed
MAIN11048,EQX1033,2025-03-12,Hydraulic Service,Transmission Fault,Oil Filter,29.4,107117,2025-04-11,Completed
MAIN11049,EQX1202,2025-02-12,Emergency Repair,Transmission Fault,Track Chain,36.2,62713,2025-03-14,Completed
MAIN11050,EQX1039,2025-04-27,Inspection,No Issue,None,16.7,134797,2025-06-11,Completed
MAIN11051,EQX1048,2024-09-01,Inspection,No Issue,None,18.7,119736,2024-10-31,In Progress
MAIN11052,EQX1050,2025-04-14,Emergency Repair,Track Wear,Bucket Teeth,43.9,91061,2025-05-14,In Progress
MAIN11053,EQX1160,2024-07-21,Inspection,No Issue,None,22.0,110918,2024-09-04,Completed
MAIN11054,EQX1100,2025-01-22,Inspection,No Issue,None,3.6,53137,2025-02-21,Completed
MAIN11055,EQX1062,2025-01-16,Inspection,No Issue,None,47.3,13281,2025-02-15,Completed
MAIN11056,EQX1293,2025-05-27,Inspection,No Issue,None,33.8,72326,2025-07-11,Completed
MAIN11057,EQX1260,2024-11-10,Emergency Repair,Track Wear,Track Chain,30.7,59794,2025-01-09,In Progress
MAIN11058,EQX1194,2024-09-11,Preventive Maintenance,Fuel Leakage,Hydraulic Pump,12.5,47210,2024-10-26,Completed
MAIN11059,EQX1156,2025-01-11,Emergency Repair,Hydraulic Leakage,Bucket Teeth,41.2,138545,2025-02-25,Completed
MAIN11060,EQX1212,2025-03-24,Inspection,No Issue,None,6.3,33703,2025-04-23,Completed
MAIN11061,EQX1004,2024-09-09,Corrective Maintenance,Transmission Fault,Track Chain,28.1,144000,2024-10-09,Completed
MAIN11062,EQX1244,2024-09-28,Corrective Maintenance,Fuel Leakage,Brake Pads,9.5,134442,2024-11-12,In Progress
MAIN11063,EQX1262,2024-11-16,Corrective Maintenance,Battery Failure,Fuel Filter,27.4,30369,2024-12-31,Completed
MAIN11064,EQX1230,2024-12-20,Corrective Maintenance,Fuel Leakage,Hydraulic Pump,29.2,79951,2025-02-03,Completed
MAIN11065,EQX1194,2025-02-01,Inspection,No Issue,None,47.7,131909,2025-03-18,In Progress
MAIN11066,EQX1098,2025-03-05,Hydraulic Service,Bucket Damage,Hydraulic Pump,39.8,55053,2025-05-04,Completed
MAIN11067,EQX1144,2024-08-21,Preventive Maintenance,Low Engine Oil,Fuel Filter,35.8,98758,2024-10-20,Completed
MAIN11068,EQX1214,2025-03-04,Hydraulic Service,Engine Overheating,Brake Pads,13.2,144479,2025-04-18,Completed
MAIN11069,EQX1223,2024-10-10,Inspection,No Issue,None,46.5,142309,2024-11-24,Completed
MAIN11070,EQX1099,2025-03-05,Corrective Maintenance,Fuel Leakage,Engine Belt,7.4,54314,2025-05-04,Completed
MAIN11071,EQX1210,2025-02-02,Emergency Repair,Bucket Damage,Hydraulic Pump,38.9,97507,2025-04-03,Completed
MAIN11072,EQX1220,2024-11-19,Preventive Maintenance,Track Wear,Hydraulic Pump,26.6,42986,2024-12-19,Completed
MAIN11073,EQX1159,2025-01-26,Emergency Repair,Bucket Damage,Fuel Filter,34.9,13001,2025-03-12,Completed
MAIN11074,EQX1091,2025-04-26,Corrective Maintenance,Hydraulic Leakage,Bucket Teeth,21.5,147893,2025-06-10,Scheduled
MAIN11075,EQX1231,2025-01-28,Corrective Maintenance,Track Wear,Engine Belt,2.5,62680,2025-03-14,Completed
MAIN11076,EQX1209,2024-11-25,Preventive Maintenance,Hydraulic Leakage,Track Chain,29.8,121551,2025-01-09,Completed
MAIN11077,EQX1095,2024-08-03,Preventive Maintenance,Fuel Leakage,Engine Belt,21.2,48691,2024-09-02,Completed
MAIN11078,EQX1077,2025-02-20,Emergency Repair,Bucket Damage,Bucket Teeth,22.1,14182,2025-03-22,Scheduled
MAIN11079,EQX1179,2024-08-20,Inspection,No Issue,None,35.7,129265,2024-09-19,Scheduled
MAIN11080,EQX1118,2024-07-20,Inspection,No Issue,None,24.7,59496,2024-08-19,Completed
MAIN11081,EQX1224,2024-09-28,Hydraulic Service,Transmission Fault,Hydraulic Hose,26.8,21280,2024-11-27,In Progress
MAIN11082,EQX1004,2025-02-07,Emergency Repair,Brake Wear,Hydraulic Pump,40.5,68554,2025-03-24,Completed
MAIN11083,EQX1015,2025-04-28,Corrective Maintenance,Fuel Leakage,Brake Pads,20.2,110942,2025-06-27,Completed
MAIN11084,EQX1287,2024-11-21,Inspection,No Issue,None,44.2,41816,2025-01-05,Completed
MAIN11085,EQX1213,2024-10-25,Oil Change,Track Wear,Brake Pads,15.1,127840,2024-12-24,Completed
MAIN11086,EQX1206,2024-07-08,Emergency Repair,Brake Wear,Hydraulic Pump,33.5,74813,2024-08-07,Completed
MAIN11087,EQX1258,2025-04-07,Emergency Repair,Hydraulic Leakage,Oil Filter,32.6,24529,2025-05-22,Completed
MAIN11088,EQX1032,2025-01-28,Oil Change,Brake Wear,Track Chain,25.5,125565,2025-03-14,In Progress
MAIN11089,EQX1212,2024-11-10,Preventive Maintenance,Low Engine Oil,Bucket Teeth,38.8,117460,2024-12-10,Completed
MAIN11090,EQX1296,2025-06-01,Inspection,No Issue,None,4.1,136994,2025-07-16,In Progress
MAIN11091,EQX1240,2024-08-10,Inspection,No Issue,None,32.8,58283,2024-10-09,Completed
MAIN11092,EQX1176,2025-01-29,Inspection,No Issue,None,26.3,96603,2025-03-30,Completed
MAIN11093,EQX1238,2025-04-27,Corrective Maintenance,Fuel Leakage,Track Chain,13.3,71686,2025-05-27,Scheduled
MAIN11094,EQX1093,2025-06-04,Emergency Repair,Low Engine Oil,Brake Pads,37.3,10594,2025-07-19,Completed
MAIN11095,EQX1067,2025-05-25,Corrective Maintenance,Low Engine Oil,Battery,25.9,99364,2025-07-24,Completed
MAIN11096,EQX1272,2024-10-27,Corrective Maintenance,Low Engine Oil,Hydraulic Hose,17.6,93715,2024-12-11,Completed
MAIN11097,EQX1251,2024-12-22,Corrective Maintenance,Battery Failure,Hydraulic Pump,30.5,41815,2025-01-21,In Progress
MAIN11098,EQX1080,2025-06-14,Emergency Repair,Engine Overheating,Bucket Teeth,42.6,69159,2025-08-13,Completed
MAIN11099,EQX1276,2024-11-23,Emergency Repair,Engine Overheating,Hydraulic Hose,11.3,61495,2025-01-07,Completed
MAIN11100,EQX1096,2024-11-05,Corrective Maintenance,Low Engine Oil,Hydraulic Pump,29.4,46893,2025-01-04,Scheduled
MAIN11101,EQX1164,2024-09-21,Corrective Maintenance,Low Engine Oil,Battery,28.5,141463,2024-10-21,Completed
MAIN11102,EQX1029,2025-05-03,Preventive Maintenance,Engine Overheating,Track Chain,32.0,93900,2025-07-02,Completed
MAIN11103,EQX1178,2024-10-11,Corrective Maintenance,Transmission Fault,Brake Pads,13.7,93997,2024-12-10,Completed
MAIN11104,EQX1112,2025-01-05,Emergency Repair,Low Engine Oil,Hydraulic Hose,7.5,33285,2025-02-19,Completed
MAIN11105,EQX1284,2024-08-28,Corrective Maintenance,Track Wear,Battery,28.8,118577,2024-09-27,Completed
MAIN11106,EQX1097,2024-07-13,Emergency Repair,Hydraulic Leakage,Oil Filter,39.7,51721,2024-09-11,Completed
MAIN11107,EQX1060,2024-09-28,Preventive Maintenance,Bucket Damage,Brake Pads,7.5,143108,2024-10-28,Completed
MAIN11108,EQX1263,2024-12-14,Preventive Maintenance,Transmission Fault,Hydraulic Hose,41.7,77849,2025-01-13,Completed
MAIN11109,EQX1224,2024-07-07,Corrective Maintenance,Low Engine Oil,Hydraulic Pump,40.2,42959,2024-09-05,Completed
MAIN11110,EQX1106,2025-01-29,Inspection,No Issue,None,39.0,118240,2025-02-28,Completed
MAIN11111,EQX1262,2025-01-22,Corrective Maintenance,Battery Failure,Brake Pads,45.8,12339,2025-03-08,Completed
MAIN11112,EQX1074,2024-08-07,Inspection,No Issue,None,11.5,99387,2024-09-06,Completed
MAIN11113,EQX1055,2024-12-28,Hydraulic Service,Engine Overheating,Battery,28.3,51240,2025-02-26,Completed
MAIN11114,EQX1029,2025-01-30,Inspection,No Issue,None,38.8,68502,2025-03-31,Completed
MAIN11115,EQX1172,2025-02-06,Corrective Maintenance,Track Wear,Oil Filter,4.3,96716,2025-04-07,In Progress
MAIN11116,EQX1235,2025-05-07,Preventive Maintenance,Engine Overheating,Oil Filter,39.2,15092,2025-06-06,Completed
MAIN11117,EQX1014,2024-12-31,Preventive Maintenance,Battery Failure,Bucket Teeth,33.3,59066,2025-02-14,Completed
MAIN11118,EQX1071,2024-08-21,Preventive Maintenance,Battery Failure,Hydraulic Hose,4.8,106643,2024-09-20,Completed
MAIN11119,EQX1180,2024-09-05,Emergency Repair,Hydraulic Leakage,Brake Pads,16.7,15015,2024-10-05,In Progress
MAIN11120,EQX1019,2025-02-17,Preventive Maintenance,Hydraulic Leakage,Fuel Filter,37.9,77724,2025-04-18,Completed
MAIN11121,EQX1086,2025-06-10,Inspection,No Issue,None,19.7,77509,2025-07-25,Completed
MAIN11122,EQX1164,2025-02-26,Preventive Maintenance,Brake Wear,Engine Belt,12.7,59366,2025-04-27,In Progress
MAIN11123,EQX1169,2025-04-18,Corrective Maintenance,Hydraulic Leakage,Engine Belt,17.7,61361,2025-05-18,Completed
MAIN11124,EQX1075,2024-07-16,Oil Change,Transmission Fault,Oil Filter,32.5,130264,2024-08-15,Completed
MAIN11125,EQX1019,2024-08-22,Inspection,No Issue,None,6.3,101016,2024-10-21,Completed
MAIN11126,EQX1007,2025-05-12,Emergency Repair,Transmission Fault,Engine Belt,47.3,54845,2025-07-11,Completed
MAIN11127,EQX1148,2024-11-10,Emergency Repair,Engine Overheating,Hydraulic Pump,12.7,49239,2024-12-10,Completed
MAIN11128,EQX1038,2025-04-29,Preventive Maintenance,Fuel Leakage,Hydraulic Pump,32.6,78674,2025-06-28,Completed
MAIN11129,EQX1044,2025-04-01,Inspection,No Issue,None,5.6,131650,2025-05-16,Completed
